sku,image 1,image 2,image 3,image 1 result,image 2 result,image 3 result,image 1 confidence,image 2 confidence,image 3 confidence
00100210-W,https://www.mumzworld.com/media/catalog/product/4/7/4717115102319.jpg,,,NO,ERROR - No image,ERROR - No image,0.4,0,0
EM-3228,https://www.mumzworld.com/media/catalog/product/e/m/em-3228-1.jpg,https://www.mumzworld.com/media/catalog/product/e/m/em-3228.jpg,,NO,NO,ERROR - No image,0,0,0
MD-11001B,https://www.mumzworld.com/media/catalog/product/m/d/md-11001b_1.jpg,,,NO,ERROR - No image,ERROR - No image,0.6000000000000001,0,0
COCO-16-201MGL,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-201mgl_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-201mgl.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-16-202MBC,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-202mbc_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
COCO-21-110CPN,https://www.mumzworld.com/media/catalog/product/c/o/coco-21-110cpn_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
IS-794187059530,https://www.mumzworld.com/media/catalog/product/i/s/is-794187059530-4.jpg,https://www.mumzworld.com/media/catalog/product/i/s/is-794187059530-2.jpg,https://www.mumzworld.com/media/catalog/product/i/s/is-794187059530-1.jpg,NO,NO,NO,0,0,0
IS-794187062202,https://www.mumzworld.com/media/catalog/product/I/S/IS-794187062202_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
COCO-103-B,https://www.mumzworld.com/media/catalog/product/c/o/coco-103-b_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-103-b.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-103-G,https://www.mumzworld.com/media/catalog/product/c/o/coco-103-g_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-103-g.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-104-B,https://www.mumzworld.com/media/catalog/product/c/o/coco-104-b_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-104-b_2.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-104-G,https://www.mumzworld.com/media/catalog/product/c/o/coco-104-g_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-104-g-1.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-06-105PB,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-105pb_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-105pb.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-06-104MP-1,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-104mp-1_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-104mp-1.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-06-104MP-2,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-104mp-2_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-104mp-2.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-06-104MP-3,https://www.mumzworld.com/media/catalog/product/c/o/coco-06-104mp-3_1.jpg,,,NO,ERROR - No image,ERROR - No image,0.4,0,0
COCO-06-107-GA,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-107-GA_1.JPG,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-107-GA.JPG,,NO,NO,ERROR - No image,0.4,0.4,0
COCO-06-108-SH,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-108-SH_1.JPG,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-108-SH.JPG,,NO,NO,ERROR - No image,0,0,0
COCO-06-103-PT,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-103-PT_1.JPG,https://www.mumzworld.com/media/catalog/product/C/O/COCO-06-103-PT.JPG,,NO,NO,ERROR - No image,0,0,0
COCO-16-101-LPB,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-101-lpb-001_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-101-lpb-001.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-16-101-LPB-1,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-101-lpb-1-001_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-16-101-lpb-1-001.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-26-101-PBW-B,https://www.mumzworld.com/media/catalog/product/c/o/coco-26-101-pbw-b_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-26-101-pbw-b.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-26-101-PBW-P,https://www.mumzworld.com/media/catalog/product/c/o/coco-26-101-pbw-p_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-26-101-pbw-p.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-25-103-XIV,https://www.mumzworld.com/media/catalog/product/c/o/coco-25-103-xiv_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-25-103-xiv.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-25-102-PAC,https://www.mumzworld.com/media/catalog/product/c/o/coco-25-102-pac_1.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-25-102-pac.jpg,,NO,NO,ERROR - No image,0,0,0
JMB-A5359,https://www.mumzworld.com/media/catalog/product/a/5/a5359a.jpg,https://www.mumzworld.com/media/catalog/product/a/5/a5359.jpg,https://www.mumzworld.com/media/catalog/product/j/m/jmb-a5359.jpg,NO,NO,NO,0,0,0
MMZT-B0019,https://www.mumzworld.com/media/catalog/product/M/M/MMZT-5020.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
SST-F95-12M,https://www.mumzworld.com/media/catalog/product/S/S/SST-F95.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
SST-F95-18M,https://www.mumzworld.com/media/catalog/product/S/S/SST-F95_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-011,https://www.mumzworld.com/media/catalog/product/i/m/img_0045.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-012,https://www.mumzworld.com/media/catalog/product/i/m/img_0046.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-013,https://www.mumzworld.com/media/catalog/product/i/m/img_0047.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-015,https://www.mumzworld.com/media/catalog/product/i/m/img_0050.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-017,https://www.mumzworld.com/media/catalog/product/i/m/img_0052.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NAJ-018,https://www.mumzworld.com/media/catalog/product/i/m/img_0053.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MM-GD1,https://www.mumzworld.com/media/catalog/product/g/d/gd1_dd-gd1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MM-GD-2,https://www.mumzworld.com/media/catalog/product/g/d/gd2_dd-gd2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MD-4785,https://www.mumzworld.com/media/catalog/product/m/e/melissa_doug_princess_role_play_set.jpg,https://www.mumzworld.com/media/catalog/product/M/D/MD-4785.jpg,,NO,NO,ERROR - No image,0,0,0
9330696003315-83102,https://www.mumzworld.com/media/catalog/product/9/3/9330696003315.jpg,https://www.mumzworld.com/media/catalog/product/9/3/9330696003315_1.jpg,,NO,NO,ERROR - No image,0,0,0
HAL-76935,https://www.mumzworld.com/media/catalog/product/m/u/mumz-hal-5074_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
JB-9781423128335,https://www.mumzworld.com/media/catalog/product/J/B/JB-9781423128335_2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
JB-9781595141743,https://www.mumzworld.com/media/catalog/product/J/B/JB-9781595141743_2.jpg,,,NO,ERROR - No image,ERROR - No image,0.6000000000000001,0,0
JB-9781730100642,https://www.mumzworld.com/media/catalog/product/J/B/JB-9781730100642_2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
JB-9780785134138,https://www.mumzworld.com/media/catalog/product/J/B/JB-9780785134138_2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-HIPP132-S,https://www.mumzworld.com/media/catalog/product/M/W/MW-HIPP132-S.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-HIPP133-S,https://www.mumzworld.com/media/catalog/product/M/W/MW-HIPP133-S.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-FAME31-S,https://www.mumzworld.com/media/catalog/product/M/W/MW-FAME31-S.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-TRAD98-S,https://www.mumzworld.com/media/catalog/product/m/w/mw-trad98-1.jpg,https://www.mumzworld.com/media/catalog/product/M/W/MW-TRAD98-S.jpg,,NO,NO,ERROR - No image,0,0,0
MW-TRAD216-L,https://www.mumzworld.com/media/catalog/product/m/w/mw-trad216-l-funky-mod-60-s-kids-costume-16340418510.jpg,https://www.mumzworld.com/media/catalog/product/m/w/mw-trad216-l-funky-mod-60-s-kids-costume-16340405120.jpg,https://www.mumzworld.com/media/catalog/product/M/W/MW-TRAD216-L.jpg,YES,YES,NO,0.95,0.95,0
MW-PLAY476-XS,https://www.mumzworld.com/media/catalog/product/m/w/mw-play476-s.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-HIPP108-M,https://www.mumzworld.com/media/catalog/product/M/W/MW-HIPP108-L.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
MW-WIG765,https://www.mumzworld.com/media/catalog/product/M/W/MW-WIG765.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
BTSD-Customization,https://www.mumzworld.com/media/catalog/product/b/t/btsd15_1.jpg,https://www.mumzworld.com/media/catalog/product/b/t/btsd4_1.jpg,https://www.mumzworld.com/media/catalog/product/b/t/btsd9_1.jpg,NO,NO,NO,0.2,0,0.2
AMT-AW12-00918/24m,https://www.mumzworld.com/media/catalog/product/a/w/aw12-009.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AMT-AW12-01818/24m,https://www.mumzworld.com/media/catalog/product/a/w/aw12-018.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AMT-BAR-AW12-02618/24m,https://www.mumzworld.com/media/catalog/product/b/a/bar-aw12-026.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AMT-BAR-AW12-01618/24m,https://www.mumzworld.com/media/catalog/product/a/m/amt-bar-aw12-016.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AMT-AW12-00518/24m(Buttercup),https://www.mumzworld.com/media/catalog/product/a/w/aw12-005_buttercup_.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
AMT-AW12-00518/24m(Bubbles),https://www.mumzworld.com/media/catalog/product/a/w/aw12-005_bubbles_.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
GCT-80426,https://www.mumzworld.com/media/catalog/product/k/i/kids_buff_1_2.jpg,https://www.mumzworld.com/media/catalog/product/b/u/buff_original_1.jpg,https://www.mumzworld.com/media/catalog/product/g/c/gct-80426.jpg,NO,NO,NO,0,0,0
6295,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-6295.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
4835,https://www.mumzworld.com/media/catalog/product/m/e/melissa_doug_police_officer_role_play_set.jpg,https://www.mumzworld.com/media/catalog/product/m/u/mumz-4835-b.jpg,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-4835.jpg,NO,NO,NO,0,0,0
50554K-I,https://www.mumzworld.com/media/catalog/product/5/0/50554k-i-.jpg,https://www.mumzworld.com/media/catalog/product/5/1/51vuorlk5nl._sl1000_.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-22-102-C-PRSONAL-PNK,https://www.mumzworld.com/media/catalog/product/c/o/coco-22-102-c-prsonal-pnk_1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
COCO-13-101,https://www.mumzworld.com/media/catalog/product/c/o/coco-13-101.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-13-101-1.jpg,,NO,NO,ERROR - No image,0.2,0.2,0
JP-9330696003421,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003421-c.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003421-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003421-b.jpg,NO,NO,NO,0,0,0
JP-9330696003414,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003414-d.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003414-b.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003414-c.jpg,NO,NO,NO,0,0,0
JP-9330696003407,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003407-c.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003407-b.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003407-a.jpg,NO,NO,NO,0,0,0
JP-9330696010665,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010665-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010665-b.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696010665.jpg,NO,NO,NO,0,0,0
JP-9330696010672,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010672-b.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010672-a.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696010672.jpg,NO,NO,NO,0,0,0
JP-9330696010658,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010658-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010658-b.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696010658.jpg,NO,NO,NO,0,0,0
JP-9330696003339,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003339-c.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003339-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003339-b.jpg,NO,NO,NO,0,0,0
JP-9330696003322,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003322.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
JP-9330696005241,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696005241-a_1.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696005241-c_1.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696005241-b_1.jpg,NO,NO,NO,0,0,0
JP-9330696003377,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003377-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003377-b.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003377.jpg,NO,NO,NO,0,0,0
JP-9330696003384,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003384-d.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003384-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003384-b.jpg,NO,NO,NO,0,0,0
JP-9330696003346,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003346.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003346-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003346-b.jpg,NO,NO,NO,0,0,0
JP-9330696003353,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003353-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003353-b.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003353.jpg,NO,NO,NO,0,0,0
JP-9330696003360,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003360-a.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696003360-b.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003360.jpg,NO,NO,NO,0,0,0
JP-9330696010689,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010689-b.jpg,https://www.mumzworld.com/media/catalog/product/9/3/9330696010689-brs3-c.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010689-a.jpg,NO,NO,NO,0,0,0
JP-9330696010696,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010696-b.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010696-c.jpg,https://www.mumzworld.com/media/catalog/product/j/p/jp-9330696010696-a.jpg,NO,NO,NO,0,0,0.2
JP-9330696003926,https://www.mumzworld.com/media/catalog/product/9/3/9330696003926-bm2.jpg,https://www.mumzworld.com/media/catalog/product/9/3/9330696003926-bm1.jpg,https://www.mumzworld.com/media/catalog/product/J/P/JP-9330696003926.jpg,NO,NO,NO,0,0,0
TC-TI0075-GB01,https://www.mumzworld.com/media/catalog/product/t/i/ti0075-gb01_2.jpg,https://www.mumzworld.com/media/catalog/product/t/i/ti0075-gb01_5.jpg,https://www.mumzworld.com/media/catalog/product/t/i/ti0075-gb01.jpg,NO,NO,NO,0,0,0
PC-841178,https://www.mumzworld.com/media/catalog/product/p/c/pc-841178-toddler-doctor-costume-3-4-16338673440.jpg,https://www.mumzworld.com/media/catalog/product/P/C/PC-841178.jpg,,YES,NO,ERROR - No image,0.95,0,0
COCO-XMAS-114-FLC-B,https://www.mumzworld.com/media/catalog/product/c/o/coco-xmas-114-flc-b-2.jpg,https://www.mumzworld.com/media/catalog/product/c/o/coco-xmas-114-flc-b-1.jpg,,NO,NO,ERROR - No image,0,0,0
LBS-KD022-1_24M,https://www.mumzworld.com/media/catalog/product/L/B/LBS-KD_022-1_24M.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LBS-KD041-1_M,https://www.mumzworld.com/media/catalog/product/L/B/LBS-KD_041-1_M.jpg,https://www.mumzworld.com/media/catalog/product/l/b/lbs-kd_041-1_m-new.jpg,,NO,NO,ERROR - No image,0,0,0
COCO-VDAY-PBW,https://www.mumzworld.com/media/catalog/product/j/o/jodie_for_coochy_coo_in_bathrobe_74_1.jpg,https://www.mumzworld.com/media/catalog/product/j/o/jodie_for_coochy_coo_in_bathrobe_74.jpg,,NO,NO,ERROR - No image,0,0,0
NN-CAB31324-1PINK,https://www.mumzworld.com/media/catalog/product/N/N/NN-CAB31324-1PINK.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-CAB31324-2PURPLE,https://www.mumzworld.com/media/catalog/product/N/N/NN-CAB31324-2PURPLE.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-PPG31322-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-PPG31322-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SCD313161,https://www.mumzworld.com/media/catalog/product/N/N/NN-SCD313161.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-CHA3-1302-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-CHA3-1302-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SCD313071,https://www.mumzworld.com/media/catalog/product/N/N/NN-SCD313071.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-ADT31310-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-ADT31310-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-ADT31310-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-ADT31310-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-CHA3-1308-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-CHA3-1308-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-JOH31321-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-JOH31321-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-DEX31326-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-DEX31326-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SAM31320-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-SAM31320-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SKY3-1305-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-SKY3-1305-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SKY3-1306-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-SKY3-1306-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-TNJ313061,https://www.mumzworld.com/media/catalog/product/N/N/NN-TNJ313061.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-TNJ313181,https://www.mumzworld.com/media/catalog/product/N/N/NN-TNJ313181.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-TUR31325-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-TUR31325-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-CHU31319-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-CHU31319-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-PPG31323-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-PPG3-1310-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-ANP31321-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-ANP31321-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-ANP31327-2,https://www.mumzworld.com/media/catalog/product/N/N/NN-ANP31327-2.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
NN-SON31320-1,https://www.mumzworld.com/media/catalog/product/N/N/NN-SON31320-1.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
WCS-030-1285607195,https://www.mumzworld.com/media/catalog/product/W/C/WCS-030-1285607195.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
WCS-030-1285607198,https://www.mumzworld.com/media/catalog/product/W/C/WCS-030-1285607198.jpg,,,NO,ERROR - No image,ERROR - No image,0.6000000000000001,0,0
WCS-030-1286587327,https://www.mumzworld.com/media/catalog/product/W/C/WCS-030-1286587327.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
WCS-030-1286557964,https://www.mumzworld.com/media/catalog/product/W/C/WCS-030-1286557964.jpg,,,NO,ERROR - No image,ERROR - No image,0.6000000000000001,0,0
TF-TD1020,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD1020.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TF-TD1022,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD1022.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TF-TD2018,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD2018.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TF-TD2020,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD2020.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TF-TD3007,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD3007.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TF-TD3009,https://www.mumzworld.com/media/catalog/product/T/F/TF-TD3009.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
LA-91482010-22,https://www.mumzworld.com/media/catalog/product/l/a/la-91482010-22-cuquito-girls-white-leather-shoes-with-velcro-fastening-22-1562580260.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
PC-841116,https://www.mumzworld.com/media/catalog/product/8/4/841114_3.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
PC-842754,https://www.mumzworld.com/media/catalog/product/8/4/842751_3.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
IB-82182,https://www.mumzworld.com/media/catalog/product/8/2/82181frozen_jelly_shoes_anna_03.jpg,https://www.mumzworld.com/media/catalog/product/8/2/82181frozen_jelly_shoes_anna_00.jpg,https://www.mumzworld.com/media/catalog/product/8/2/82181frozen_jelly_shoes_anna_02.jpg,NO,NO,NO,0,0,0
PW-87001,https://www.mumzworld.com/media/catalog/product/t/i/tiny_treasures_fashionista-87001-a.jpg,https://www.mumzworld.com/media/catalog/product/t/i/tiny_treasures_fashionista-87001-b.jpg,https://www.mumzworld.com/media/catalog/product/P/W/PW-87001.jpg,NO,NO,NO,0,0.2,0
PW-87003,https://www.mumzworld.com/media/catalog/product/t/i/tiny_treasures_ballerina-87003-b.jpg,https://www.mumzworld.com/media/catalog/product/t/i/tiny_treasures_ballerina-87003-a.jpg,https://www.mumzworld.com/media/catalog/product/P/W/PW-87003.jpg,NO,NO,NO,0,0,0
COCO-XMAS-123,https://www.mumzworld.com/media/catalog/product/C/O/COCO-XMAS-123.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TUT-814572010-349,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814572010-349.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TUT-814572013-272,https://www.mumzworld.com/media/catalog/product/t/u/tut-814572013-272-woombie-air-lil-cars-swaddle-blue-15523058951.jpg,https://www.mumzworld.com/media/catalog/product/t/u/tut-814572013-272-woombie-air-lil-cars-swaddle-blue-15523058950.jpg,https://www.mumzworld.com/media/catalog/product/t/u/tut-814572013-272-woombie-air-lil-cars-swaddle-blue-1552305895.jpg,NO,NO,NO,0,0,0
TUT-814572014-156,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814572014-156.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TUT-814572014-095,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814572014-095.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TUT-814572014-040,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814572014-040.jpg,,,NO,ERROR - No image,ERROR - No image,0.2,0,0
TUT-814572014-415,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814572014-415.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
TUT-814-572015-252,https://www.mumzworld.com/media/catalog/product/T/U/TUT-814-572015-252.jpg,,,NO,ERROR - No image,ERROR - No image,0.6000000000000001,0,0
111A025-06,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-111A025-06.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
1592045,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-1592045.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
1532121,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-1532121.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
1502141,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-1502141.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
1112187-06,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-1112187-06.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
1112207,https://www.mumzworld.com/media/catalog/product/M/U/MUMZ-1112207.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
BOC-B86,https://www.mumzworld.com/media/catalog/product/b/8/b86-a.jpg,https://www.mumzworld.com/media/catalog/product/b/8/b86.jpg,,NO,NO,ERROR - No image,0,0,0
BOC-B37-RED,https://www.mumzworld.com/media/catalog/product/b/3/b37-red.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
BOC-B37-BLACK,https://www.mumzworld.com/media/catalog/product/b/3/b37-black.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
BOC-B85,https://www.mumzworld.com/media/catalog/product/b/8/b85-a.jpg,https://www.mumzworld.com/media/catalog/product/b/8/b85-b.jpg,https://www.mumzworld.com/media/catalog/product/b/8/b85.jpg,NO,NO,NO,0,0,0
BOC-B33,https://www.mumzworld.com/media/catalog/product/b/3/b33.jpg,,,NO,ERROR - No image,ERROR - No image,0,0,0
